x1,x2,target
0.17,11.28,-8.93
-11.22,0.5,11.870000000000001
-5.17,-8.16,-9.66
-9.97,-7.3,29.92
2.49,-6.17,-13.42
-2.97,-0.13,23.7
4.95,8.58,0.19999999999999973
-1.75,-13.59,-17.53
9.86,-10.37,17.540000000000006
2.14,-9.25,-33.95
21.91,-17.49,-47.89
-18.96,13.26,-6.560000000000002
-6.47,-0.36,9.01
9.01,19.01,42.09
25.28,-14.24,-19.080000000000002
-2.49,12.94,37.45
0.44,-7.02,24.13
-2.26,-4.07,16.950000000000003
13.31,-9.89,-0.45000000000000284
-2.87,-9.5,5.4799999999999995
6.8,-13.24,-49.3
-3.2,2.16,21.14
-12.73,-13.14,27.97
3.14,-2.42,-32.32
5.03,-0.09,1.96
12.93,6.67,26.22
-1.1,1.0,-9.1
-6.17,3.21,-30.250000000000004
5.63,5.14,1.3599999999999999
2.41,-0.17,45.230000000000004
2.81,3.63,-26.57
-0.73,-9.8,-12.23
11.6,-7.75,-41.88
3.69,18.98,4.520000000000001
19.05,-0.12,-12.130000000000003
11.11,-7.11,26.08
6.59,13.8,-14.29
-16.27,-1.57,-6.560000000000002
6.02,-6.46,-38.66
4.2,-14.49,-51.5
8.11,7.79,-46.36
10.44,-10.86,-46.839999999999996
-4.01,-5.39,-4.55
8.24,6.44,-0.5699999999999998
-5.62,1.84,42.63
19.55,-0.86,-45.06
-13.32,-2.14,-12.219999999999999
-17.61,11.46,6.359999999999999
-16.51,22.3,44.68
-8.91,-5.49,-1.33
-11.19,5.69,40.2
19.56,19.29,-23.94
-3.26,10.79,41.449999999999996
-13.43,-6.87,34.84
11.14,-4.31,-23.32
-5.87,-5.98,-18.79
-12.37,-9.13,8.68
8.76,-6.24,-38.75
6.23,2.62,56.160000000000004
-4.35,-5.87,2.71
14.08,8.76,18.45
1.29,1.23,-38.07
16.17,-3.97,-72.66
5.03,8.86,24.45
15.59,3.19,3.08
1.09,2.65,-21.26
-12.2,10.4,5.600000000000001
24.49,5.73,-39.16
-5.46,-1.09,11.2
-1.99,9.38,39.09
-7.0,3.09,-36.260000000000005
-2.03,29.17,45.56
2.43,10.99,-17.67
2.02,11.53,-6.42
6.61,12.91,1.4900000000000002
17.92,0.8,-57.96000000000001
-1.2,13.13,99.64999999999999
-12.33,0.23,85.31
-11.82,-8.31,26.08
-6.66,-5.64,20.7
-16.74,5.28,-9.29
8.25,-15.61,47.459999999999994
-4.98,2.08,7.61
-3.11,-7.28,-7.87
-0.02,7.18,43.31999999999999
-13.97,-7.46,14.330000000000002
-8.61,18.72,4.029999999999998
6.75,7.68,-5.640000000000001
6.19,-12.69,-30.159999999999997
-4.43,17.59,23.96
18.11,-2.27,-3.75
-13.06,-7.27,21.770000000000003
-3.45,-10.24,32.25
-2.31,5.68,7.87
-27.93,15.05,71.72
19.38,-5.78,26.040000000000003
3.66,-9.98,-50.42
-10.45,-11.4,20.43
20.51,14.96,-37.72
5.86,16.71,-34.36
4.3,-3.48,39.76
-6.07,5.38,45.510000000000005
1.06,-0.03,14.61
-15.26,-0.61,0.33999999999999986
7.95,9.64,46.8
-3.74,4.41,-32.870000000000005
1.34,3.29,3.9699999999999998
12.02,-2.93,-0.3899999999999988
2.85,8.16,43.92
2.62,-2.82,-51.23
2.76,0.5,-94.18
-7.33,2.19,12.98
8.36,-12.01,-10.849999999999998
15.43,-2.99,-13.21
7.59,-3.13,-37.04
8.85,1.01,-9.16
-8.77,-11.12,-48.550000000000004
-8.68,-11.87,9.43
-14.41,16.23,57.42
12.32,11.56,-22.72
-2.54,8.89,-48.69
14.0,18.25,0.3599999999999999
-7.82,4.2,6.06
-4.38,-0.91,1.0499999999999998
0.95,4.82,42.98
9.21,-18.79,-23.84
0.61,-10.98,50.93000000000001
2.11,7.59,16.9
0.17,0.33,-32.46
1.77,-12.78,19.46
-11.16,6.59,15.04
0.81,9.99,-5.48
-1.87,6.68,16.93
-0.57,-0.3,3.71
4.92,-8.36,-60.04
-6.81,1.08,-17.599999999999998
-0.85,4.27,39.68
-2.97,-3.59,4.66
4.17,6.03,21.03
7.85,3.14,25.89
-9.55,3.33,66.66
5.86,-20.33,-45.36
20.66,10.81,-30.950000000000003
-14.71,17.24,4.210000000000001
-8.3,-4.02,-13.73
-8.81,-14.77,-33.339999999999996
-2.79,6.39,8.73
16.23,-4.66,-24.14
0.13,-9.67,7.640000000000001
-6.95,12.18,-16.59
6.22,-13.83,-39.66
-6.0,7.17,23.95
11.23,-12.48,-2.75
3.05,14.62,-57.93
13.89,5.17,-26.78
-6.61,-2.57,-3.5699999999999994
30.31,1.49,-90.05
8.25,5.82,11.030000000000001
6.55,8.3,37.87
-0.51,8.28,-49.5
-7.26,5.47,-34.22
-8.68,-4.77,32.480000000000004
-1.36,6.64,42.06
-7.97,-13.11,-43.32
2.83,10.04,-22.42
-8.26,8.73,36.77
6.21,13.94,0.4399999999999995
9.56,-5.89,-31.09
-7.06,1.86,56.74
11.93,8.58,5.58
-2.38,3.18,-49.019999999999996
11.55,-4.27,-8.22
4.38,3.07,-43.47
11.22,0.68,11.72
-9.97,9.96,49.39
-1.07,-6.28,7.95
14.51,3.39,16.71
-6.18,2.93,68.03999999999999
-20.37,7.57,49.74
-19.43,-0.73,7.539999999999999
-25.06,1.27,-6.469999999999999
-21.14,-0.71,27.16
-4.12,0.34,-26.59
12.79,0.08,-55.87
-4.42,-3.27,-12.709999999999999
3.24,28.27,-28.32
-1.1,-8.44,-46.349999999999994
0.09,-11.73,3.209999999999999
-1.68,-7.96,-20.54
-1.74,-7.1,-14.559999999999999
4.61,0.11,-5.28
-11.76,14.31,-32.56
10.1,16.88,12.37
9.2,2.37,-6.9399999999999995
-1.95,-24.98,-24.39
8.05,3.84,6.079999999999998
-7.01,-13.11,-71.05
-5.37,-5.01,57.71
1.56,-11.5,-22.16
-1.9,4.26,-36.870000000000005
-4.49,-6.27,1.5700000000000007
-6.72,7.72,-23.700000000000003
-5.57,4.77,12.33
9.39,-2.4,4.429999999999998
-19.43,0.81,-19.330000000000002
3.52,9.17,31.009999999999998
-2.36,-3.72,2.57
7.28,9.16,12.350000000000001
5.15,-0.19,6.7799999999999985
-27.83,2.69,45.89
5.85,7.99,35.75
3.24,13.32,35.89
0.22,5.21,19.6
-4.69,0.58,-17.66
8.53,7.21,7.2700000000000005
-4.13,-15.45,-28.06
18.35,16.39,-45.42
5.64,-13.25,-20.13
21.38,9.04,-39.72
-7.86,-5.64,36.269999999999996
-17.56,5.07,21.5
7.15,-1.17,-6.96
8.53,3.04,17.770000000000003
0.35,-8.01,-20.9
-15.39,-21.61,-13.919999999999998
-4.48,4.07,43.489999999999995
6.18,-6.01,-53.699999999999996
-1.84,-6.49,-30.660000000000004
-1.16,-7.25,-10.1
-1.75,19.84,45.129999999999995
-9.34,-5.82,11.01
-5.33,3.27,-26.129999999999995
-14.27,-11.6,-24.92
17.68,15.23,48.379999999999995
-4.75,-5.56,8.68
4.78,-26.01,-49.34
-10.22,27.12,22.810000000000002
7.95,-10.98,93.28
-18.73,13.09,72.03
9.21,7.33,-50.970000000000006
-0.35,6.52,-6.890000000000001
21.11,-2.31,-1.7399999999999984
-13.07,1.89,6.700000000000001
0.76,12.24,45.650000000000006
3.67,-3.01,46.25
12.33,2.51,-9.59
-4.23,9.28,22.35
0.86,0.83,-5.09
-21.42,-4.25,43.650000000000006
-8.3,14.52,67.82
4.52,3.42,26.93
11.04,-1.25,-44.78
-2.82,-7.76,17.689999999999998
20.56,-10.06,-47.98
17.6,8.94,43.79
-0.61,9.49,24.39
-24.14,-21.71,34.17
-17.78,-6.15,11.0
-7.78,9.65,16.46
11.16,24.24,26.0
3.1,21.5,17.479999999999997
-20.94,9.42,77.72999999999999
-2.29,13.73,-18.250000000000004
16.13,-5.27,-0.8399999999999999
-3.75,7.75,-6.100000000000001
-7.5,-12.37,20.96
20.55,-5.62,-80.08
0.53,3.21,41.26
-4.79,21.68,17.189999999999998
3.5,7.48,-33.03
0.17,2.74,24.07
-4.29,-1.7,-3.16
12.08,-13.22,-16.990000000000002
11.16,6.03,31.710000000000004
8.41,-3.49,-44.64
-1.03,2.39,-18.67
11.47,-8.89,-17.95
-0.5,1.21,18.740000000000002
4.67,-15.37,-41.15
10.34,5.04,-29.09
8.09,13.2,28.25
17.9,9.14,20.750000000000004
4.51,21.14,58.550000000000004
-16.84,3.25,11.24
-11.6,5.05,-60.82
13.5,5.15,7.35
-3.31,-8.8,17.310000000000002
3.87,21.53,-26.34
-8.51,9.89,21.11
10.01,-2.43,-4.18
-3.85,-9.03,5.030000000000001
14.58,5.82,-22.7
-5.32,8.58,16.4
11.18,1.38,8.21
6.74,1.86,-58.17
-7.22,-1.88,32.67
10.99,-0.03,-22.0
-9.02,13.35,45.31
-8.22,14.01,1.1500000000000021
7.22,-15.0,-73.57
-6.25,1.39,43.07
-5.94,-12.04,43.129999999999995
-3.44,-13.36,-65.74
-10.0,5.86,-22.910000000000004
10.45,-8.42,-16.04
6.09,-31.53,-69.10000000000001
-0.69,6.45,29.95
-1.08,12.82,-10.01
4.5,20.39,0.3600000000000012
17.65,-3.96,-15.27
8.71,14.45,-59.61
-5.08,-26.21,-30.730000000000004
7.77,-10.43,42.239999999999995
-1.19,5.19,23.990000000000002
-1.99,4.72,-23.259999999999998
18.66,13.2,25.919999999999998
-4.19,9.57,75.66
-4.79,-0.82,42.21
-19.52,15.29,17.270000000000003
-14.02,6.86,1.1499999999999986
4.51,17.17,1.5500000000000025
-6.95,-8.04,-32.559999999999995
5.15,3.0,-1.2700000000000005
-11.15,-4.3,-23.32
-7.67,8.06,-10.530000000000001
6.75,-2.2,0.6699999999999999
14.61,-2.52,-34.04
5.92,-13.26,-25.31
11.98,3.08,55.550000000000004
17.05,11.15,5.15
10.4,10.08,35.39
-9.18,-30.16,-7.84
-1.05,-16.2,2.9400000000000013
6.3,20.05,-26.729999999999997
-4.15,-1.88,-14.14
4.52,-1.49,-13.879999999999999
-15.79,11.65,14.039999999999997
-8.29,1.97,4.17
5.29,-6.33,-6.820000000000001
-22.37,-2.1,13.59
-11.08,18.97,50.739999999999995
-0.18,-13.81,-21.060000000000002
-17.19,13.01,62.720000000000006
0.57,-3.12,-4.08
-8.0,-2.71,-12.55
-2.92,18.63,-15.990000000000002
-2.59,-6.43,-26.919999999999998
1.89,8.35,-1.17
-5.64,-3.63,38.07
0.9,-14.32,-53.379999999999995
-6.01,-1.66,35.55
5.56,11.69,3.38
16.94,-1.86,-43.74
1.97,5.49,-36.05
1.7,1.89,16.66
-11.64,0.47,-45.08
6.93,-4.17,-24.95
-7.58,1.32,-4.3100000000000005
-8.09,-20.33,-17.13
5.57,-4.48,7.390000000000001
1.81,-18.04,-38.29
11.07,2.7,-4.760000000000002
14.43,3.55,-47.42
-5.4,-7.96,-0.8299999999999996
1.28,8.01,24.98
17.6,3.96,-24.19
9.67,2.94,4.33
7.13,-3.61,-7.6
13.06,4.73,-18.66
-6.05,10.54,14.77
6.37,-6.6,-18.82
14.09,-8.17,-81.49
16.21,11.89,-49.29
-8.06,-23.18,-2.129999999999999
-2.52,-26.17,-86.3
3.83,-18.15,12.770000000000003
-2.89,1.82,-37.589999999999996
-3.92,1.52,6.359999999999999
6.84,4.97,12.29
-3.53,0.76,-14.810000000000002
-17.88,15.37,68.13
3.62,15.76,-28.990000000000002
-4.24,11.59,43.03
-7.32,-11.56,0.21999999999999975
-15.66,3.64,14.760000000000002
10.14,-8.66,11.55
-22.27,-5.01,33.44
-16.99,-10.23,-29.370000000000005
-2.76,0.11,45.22
12.29,5.44,23.270000000000003
13.1,0.79,-9.2
-11.55,-11.93,4.110000000000001
-1.78,-15.26,26.610000000000003
-15.1,-7.62,57.23
10.11,-7.78,0.48999999999999844
-14.77,7.84,-12.270000000000003
-1.43,-3.19,1.8499999999999999
10.33,-1.89,12.38
-2.22,-1.57,-24.380000000000003
14.7,10.97,-39.91
-8.7,16.36,25.23
3.69,4.27,3.9499999999999997
8.53,-2.48,0.3200000000000003
-1.4,14.03,52.339999999999996
13.86,4.38,-74.95
5.48,-4.21,-6.690000000000001
-16.37,10.11,20.310000000000002
39.59,2.07,-37.050000000000004
6.49,-14.34,-15.809999999999999
1.07,6.27,35.97
-13.99,3.0,33.760000000000005
0.82,-18.57,-20.76
-4.6,-21.51,-14.240000000000004
6.44,1.36,-1.92
3.72,6.83,-0.8800000000000003
18.53,6.09,27.219999999999995
1.42,-13.61,-72.39999999999999
5.14,-3.47,-50.65
3.72,6.67,50.88
-1.48,-15.36,3.330000000000002
-1.83,0.85,21.6
11.01,2.13,25.87
7.8,9.24,-59.11
-6.29,-24.54,24.92
-11.13,1.45,-22.410000000000004
-0.67,20.18,-8.629999999999999
11.61,-6.21,13.27
-0.28,-3.16,-37.550000000000004
17.46,9.54,8.009999999999998
-7.75,-7.63,42.94
1.42,11.57,-9.339999999999998
-25.16,5.41,12.899999999999999
-5.96,-15.74,10.379999999999999
-3.09,1.01,30.990000000000002
5.11,-14.59,-9.45
17.11,9.53,-55.019999999999996
0.35,-16.81,31.150000000000002
14.54,-18.12,-13.989999999999995
6.62,-11.37,-88.69999999999999
9.86,-8.03,-44.879999999999995
-4.66,13.15,-13.989999999999998
13.85,-0.18,-37.36
-10.73,2.91,21.32
4.95,10.75,-15.66
-9.52,-6.98,39.29
-5.18,-5.78,32.66
-14.61,-8.47,8.37
-5.16,7.85,-18.590000000000003
3.51,16.33,12.799999999999999
-0.69,2.59,15.479999999999999
-13.48,-6.23,42.12
14.71,-5.2,-33.84
3.37,-11.12,-12.099999999999998
10.08,7.31,-32.67
7.85,-10.63,-32.31
-6.65,-2.55,39.15
-19.45,-11.69,55.65
-9.15,-18.99,-20.189999999999998
12.25,-25.4,-45.57
-10.54,-8.9,-21.18
8.16,2.18,-51.870000000000005
-6.12,-3.18,14.12
3.93,-2.24,8.01
-18.24,-10.71,25.659999999999997
11.67,-9.32,-20.21
-0.4,-10.68,5.600000000000001
8.86,2.11,-1.79
1.9,20.48,55.91
7.98,-1.36,1.9000000000000004
-1.02,-13.69,30.869999999999997
7.43,12.73,37.47
-15.1,-9.99,15.879999999999999
-10.81,5.58,-20.880000000000003
7.25,-4.43,3.84
-0.39,0.81,10.82
-2.29,34.33,94.18
-1.8,-7.48,16.59
5.02,-5.87,-44.83
-5.93,3.75,-14.11
5.1,-0.22,23.6
-9.16,-4.06,-0.6899999999999995
-4.07,-6.88,-38.900000000000006
9.85,5.9,10.770000000000001
10.71,10.77,14.87
-10.97,-9.52,-2.109999999999999
8.39,-11.36,6.100000000000001
-10.39,18.3,25.560000000000002
7.33,-14.25,34.36
-18.99,7.15,-6.789999999999999
-11.17,4.39,42.8
-5.09,-11.03,23.79
-1.66,7.59,47.26
14.24,-11.03,-29.03
9.04,-10.9,-32.33
15.75,-13.9,22.57
12.07,8.34,12.669999999999998
-2.83,-4.49,-19.21
-2.66,10.85,38.48
10.69,-8.1,28.82
0.4,6.15,25.74
-1.57,14.07,-6.140000000000001
-13.35,-0.86,41.87
-1.06,-11.25,-56.32
-27.91,-3.43,47.78
-4.56,12.57,46.480000000000004
-9.8,7.39,10.530000000000001
6.93,-3.86,-2.4799999999999986
-4.79,-17.44,-8.140000000000002
-3.29,7.16,-5.620000000000001
13.47,16.31,-22.89
-10.49,16.49,18.619999999999997
3.17,4.33,-17.5
-18.95,-1.91,62.46
0.9,-7.86,-49.419999999999995
4.1,-5.73,44.15
8.6,-16.5,-32.160000000000004
-8.99,21.35,7.210000000000004
3.2,-0.27,-19.799999999999997
3.18,23.84,-10.57
-0.19,-0.74,-61.519999999999996
1.5,-16.18,6.800000000000001
4.64,18.62,9.370000000000001
3.98,-8.6,-37.73
-9.96,-4.38,-33.59
-11.96,16.49,11.57
25.06,14.59,-48.01
19.2,-20.26,-0.5
-13.92,0.01,-42.96
4.5,-10.9,-44.15
6.27,5.39,-27.369999999999997
7.51,18.12,24.87
1.4,-5.17,1.04
-9.27,14.93,19.86
-1.82,-9.29,-12.639999999999999
-4.91,21.72,38.57
1.34,-8.26,-33.46
-2.68,-4.63,12.56
-1.32,2.97,-35.39
10.19,-14.01,-7.989999999999998
12.31,15.5,-12.030000000000001
-11.81,-10.7,34.96
-4.6,6.14,-25.960000000000004
-7.91,-12.89,-18.59
12.24,1.1,-35.769999999999996
-0.59,-0.11,28.69
14.49,-3.88,-60.71000000000001
-4.78,4.89,36.19
0.26,-11.17,2.4700000000000006
-13.49,15.22,45.69
13.03,2.02,-31.65
-3.63,-27.91,-10.020000000000001
-14.85,20.06,87.43
-5.92,4.53,-10.29
-23.05,15.54,46.190000000000005
-0.32,-1.77,-9.34
1.12,-22.63,-56.76
2.88,-4.2,-31.82
14.98,-12.26,-11.490000000000002
-3.01,-0.38,1.2699999999999998
8.07,-4.83,-86.49000000000001
3.12,2.09,14.940000000000001
-1.93,-17.64,-25.240000000000002
-20.77,0.54,48.84
9.48,-4.6,-33.39
-5.04,6.34,80.58999999999999
0.18,-16.92,-45.56
-12.7,-4.25,31.439999999999998
2.83,16.58,-18.509999999999998
1.08,-11.81,-7.040000000000001
0.29,7.38,-27.34
-1.35,13.31,52.31
10.49,-0.1,-11.22
9.66,9.89,45.07000000000001
7.26,10.41,0.23000000000000043
33.21,15.7,-66.24
-6.0,-3.68,-22.97
-3.8,-1.12,-9.09
-10.15,8.04,59.629999999999995
4.36,-7.46,70.06
-6.87,0.48,3.9299999999999997
-26.98,-6.99,29.53
-12.13,-23.29,26.340000000000003
0.72,3.35,-31.610000000000003
10.1,17.02,-2.5500000000000007
-15.57,-3.72,31.939999999999998
-6.12,0.84,17.55
-1.39,-4.53,-5.67
-7.29,-7.41,-29.44
5.31,1.36,-0.8199999999999994
0.04,10.73,32.08
3.21,22.16,-2.6000000000000014
-7.25,8.26,17.74
15.37,-9.61,37.71
-0.0,-14.27,0.05000000000000071
12.94,13.07,17.92
-4.39,3.17,-23.53
5.9,-6.1,-28.53
-6.79,-10.56,-13.29
-9.51,-8.08,-23.73
-7.04,12.33,-16.900000000000002
-0.46,-0.22,-46.73
-2.19,-14.0,-18.05
15.39,8.73,18.32
-11.49,3.1,33.09
-10.9,-2.91,28.28
17.0,6.08,16.439999999999998
6.09,-8.28,-40.13
-18.81,9.64,7.949999999999999
4.97,-14.25,-26.29
2.37,-9.03,-38.14
-21.44,-13.77,15.160000000000002
-3.7,-4.17,-20.36
-0.17,-7.57,26.020000000000003
7.31,-3.63,-37.28
9.54,0.05,7.390000000000001
0.96,5.54,54.94
10.33,1.47,-45.32
-1.46,2.52,-12.559999999999999
-8.57,16.04,1.5700000000000003
-9.34,-2.66,-25.13
5.43,-14.58,-12.189999999999998
-19.58,9.51,44.099999999999994
6.78,18.36,-10.400000000000002
-11.07,1.87,-2.429999999999998
-3.59,8.4,19.259999999999998
5.05,-6.56,-2.1899999999999995
12.18,1.86,-43.660000000000004
-19.41,6.37,94.83
-8.06,3.79,4.850000000000001
0.49,-5.4,-3.2500000000000004
-5.96,16.31,3.4299999999999997
8.62,1.73,-14.649999999999999
-20.86,9.3,3.030000000000001
3.62,4.06,49.29
4.26,8.74,-50.94
0.49,9.33,3.29
11.02,-2.16,6.649999999999999
-12.3,8.34,-27.28
11.09,21.6,24.340000000000003
-7.03,19.99,66.52
7.26,7.64,9.27
-3.24,16.87,20.11
8.14,-13.08,-22.25
7.8,14.72,-1.5199999999999987
-14.64,0.75,32.8
-1.54,-17.87,-42.24
-0.92,1.65,12.370000000000001
-2.38,9.76,1.9800000000000004
-7.56,-6.96,-16.85
18.51,19.37,-33.83
2.09,13.49,31.64
15.55,-12.75,-46.019999999999996
-5.69,10.09,48.11
-10.62,1.12,10.899999999999999
1.32,-5.52,-6.93
-5.63,-3.17,-30.479999999999997
23.9,-4.45,-58.349999999999994
2.45,-12.16,1.8000000000000007
11.53,-4.48,-18.9
-2.24,6.93,10.93
-3.26,14.26,37.05
-0.31,14.58,30.55
3.56,-5.73,-19.96
8.5,-1.17,77.16
-1.22,-8.59,86.67999999999999
-6.81,10.3,30.32
-10.68,-16.48,-48.980000000000004
-0.77,-13.63,-39.67
5.73,-6.36,5.359999999999999
4.58,2.51,-19.37
-0.18,-3.21,-5.48
-6.0,0.33,-53.57
1.47,0.48,12.1
5.72,2.33,32.86
-0.37,-10.34,-46.4
1.12,-3.39,-14.82
-1.51,5.78,-3.4799999999999995
9.15,2.8,-80.89999999999999
-4.38,10.93,1.0399999999999991
1.86,-7.46,-26.39
3.94,9.06,-36.69
7.26,14.67,-18.83
14.96,-1.43,-8.98
6.75,2.66,6.15
5.99,2.25,6.01
-14.7,5.36,2.7799999999999976
6.06,3.88,-26.93
22.94,14.69,-3.8900000000000015
-8.3,5.13,1.6400000000000006
-10.2,8.65,49.94
-2.15,3.32,40.4
10.21,-10.42,-34.81
5.25,4.33,-49.92
-4.77,-2.3,7.97
-0.36,-6.35,-26.06
10.37,-8.94,5.360000000000003
6.73,-0.7,13.57
24.29,-6.07,-61.879999999999995
10.06,20.4,41.79
3.54,15.97,54.2
6.15,-2.67,2.7699999999999996
-3.49,7.09,28.880000000000003
-9.78,11.57,5.720000000000001
1.72,-1.73,-29.22
4.91,18.48,51.22
-13.95,9.22,30.400000000000002
-5.22,-1.02,1.4499999999999993
-3.69,-17.99,-16.369999999999997
2.66,-9.66,10.259999999999998
-2.6,3.19,-0.6799999999999997
4.45,-4.38,-23.78
0.98,-0.21,-10.33
10.6,-7.87,-23.34
-17.11,2.47,4.989999999999998
16.57,-4.58,-18.5
14.18,-15.53,-44.46
0.5,-3.42,-17.57
6.5,-5.72,47.38
6.07,-15.52,-21.37
-7.37,14.23,72.84
1.65,-0.76,-32.55
7.78,-3.27,11.59
3.1,7.5,4.74
10.51,-0.83,39.39
0.95,7.67,-7.240000000000001
0.81,-14.81,38.150000000000006
-7.68,-10.37,-20.35
-3.65,5.45,9.33
-4.6,14.92,-15.16
17.05,0.3,-17.79
2.41,2.16,-6.45
-9.99,-8.23,-31.520000000000003
3.99,-0.3,-59.67
-1.92,-7.09,21.72
-30.54,-1.6,43.79
4.8,7.22,-18.47
-15.53,-19.99,-7.659999999999999
5.78,2.13,-25.410000000000004
-9.61,-8.05,-2.580000000000001
-14.58,-6.47,15.61
4.94,11.38,17.03
-14.94,2.95,2.860000000000001
-4.47,9.34,7.519999999999999
2.04,-17.64,-4.199999999999999
6.12,-4.1,-30.0
7.45,-4.54,-28.660000000000004
-0.36,-5.89,-3.0699999999999994
-8.32,4.4,27.560000000000002
19.24,8.96,-23.0
-6.06,-11.07,18.889999999999997
18.04,-9.63,-29.770000000000003
-4.53,-12.52,-28.169999999999998
11.61,11.48,2.700000000000001
10.7,-5.15,-59.550000000000004
-10.46,-1.01,-45.629999999999995
3.55,-3.32,3.3000000000000007
7.55,-9.64,-70.48
7.01,3.73,-27.34
-1.99,3.83,35.78
3.02,9.41,16.34
-3.95,-2.25,-23.8
-11.72,-2.97,8.3
9.84,-5.86,-58.72
-5.6,14.88,-13.7
13.8,10.08,-8.75
